"HolderAddress","Balance","PendingBalanceUpdate"
"0x0000000000000000000000000000000000000000","1.00000000001E-07","No"
"0x0000000000000000000000000000000000000ad3","0.0311465247662494","No"
"0x000000000000000000000000000000000000dead","0.00015415","No"
"0x000000000000541e251335090ac5b47176af4f7e","35.707544730319","No"
"0x00000000007f6202ba718df41ec639b32dd7fbcf","2.4E-17","No"
"0x0000000000c90bc353314b6911180ed7e06019a9","1.94E-16","No"
"0x00000000af5a61acaf76190794e3fdf1289288a1","0.000215664976766181","No"
"0x00000000b1786c9698c160d78232c78d6f6474fe","1.5E-17","No"
"0x00000000c4105e2340df06bf6e9358de36a86c7f","0.00112950850478444","No"
"0x00000834a8a01ecdbfaafeef5dca5a35a66d3a80","250","No"
"0x000049874ad28a0f9fb289a5db44ca0b70ed15bb","1.24865015907E-07","No"
"0x00007a2b060a12ae74267dc3f630908742966338","1E-18","No"
"0x0003c8b13e7486bde3741005267c28909b2c0002","1000","No"
"0x0004d2a2f9a823c1a585fde6514a17ff695e0001","469.30013200424","No"
"0x0005296f7a9d682526cb9c58577066bf0982ed87","1.63446471785E-07","No"
"0x00052b32b097b7df13a93d9199c6300dd04bfc3a","99.98","No"
"0x000713c5f287d1d25d370a9555dfa7fbbc4ae920","0.00032937242940985","No"
"0x00071508db163ee69814aad31562f44b787c2d4d","0.248934309481285","No"
"0x000a2a1752c90c4a8be69bc1901d188adcb59804","1E-18","No"
"0x000aa8c61a06bd0d9b552ce9138d87e06eb17380","50","No"
"0x000be27f560fef0253cac4da8411611184356549","39645.15","No"
"0x000e8cbccc3cbc106910861c457f720deb84cd5d","0.00011","No"
"0x000f3b4c942a1beccdc2f244b8f43653014a0009","6.46175874299588","No"
"0x000f3b976eb543ee784deb9179407917db285065","0.0995614353152845","No"
"0x001183d6fe9604fb2a1923d92a35b3fd063c4e05","0.001333333333333","No"
"0x00120ec799017bbab1049174ac3cd706260effc4","0.00204764321492767","No"
"0x00128289cd9f26535ad6038c9099c9e441ef532f","2.84468162","No"
"0x0013aa2fb5ec916660b38f1d53d4fc9bf8ef8a84","0.000173401723499683","No"
"0x001503f6260dc913c02be7a6ff6097ee70784c95","1E-18","No"
"0x001a5f66f579151b896873d7df2eff330e895d06","0.1","No"
"0x001a8a885ebabe4b1cd4b17862ad4f6ad124b195","0.305555555555556","No"
"0x0020c5222a24e4a96b720c06b803fb8d34adc0af","0.0483389656351179","No"
"0x002607e37cf0d2a2df9e84e8b34eaa5f670b1b68","1.68065281","No"
"0x002848284eb655a5a99250ffbb09605b8e624261","16.4029838511353","No"
"0x002a9dc02d4f276c5b9f5100b9615c577dca2db9","2.31245354","No"
"0x0031b1f07f9940f6ef9808f9f94113369f48946a","22.6886","No"
"0x0031d5b40bb7db05ce996f0536c18a452c0bec53","7.50109410053E-07","No"
"0x0036e50f46b655c71374b0974d2a4f0431596d0f","0.004","No"
"0x0037f3deb586d1b34abaae92341f9bb70527a4d4","7.60357005723712","No"
"0x0038a420e494c4c4e3b499cd7559536b8f2545ce","0.446714210158859","No"
"0x003933989385fab554623d558523cfd23cea8503","0.0810284322226221","No"
"0x00399db67d55ec5eaf9f2ae89e6de35a7d40471e","0.00326921396047068","No"
"0x0039bff37f79eeed02610a8c90fc757fd211eddd","1.99999999","No"
"0x0039c556fc7e6a3ba21a6aa3a52a62b5b7f1de8a","2.00000001","No"
"0x0039f22efb07a647557c7c5d17854cfd6d489ef3","0.149999968755892","No"
"0x0039fb21abd23d9d4c6d31fff5a4d692f89aac80","1.0557","No"
"0x003a6b784830cae3295567b5d84953429b7981e1","0.23","No"
"0x003c576991380b3f8f2a352e538432c15ddeac66","4.0188","No"
"0x003c64078e977fd6b2e79943ca58c415ed7e299d","0.00929060035031274","No"
"0x003ca9292aedb1c08675f451f4ef7c317baf4296","0.05","No"
"0x003d1e506652cf80136c56273fc483affc6a8970","0.002518532","No"
"0x004005c2a506c5ff8e5b37efa19edfca2e3c7d6a","0.13942","No"
"0x00442b1a53d9162a283bda57be49dfd7e2354496","0.073421","No"
"0x004470c3409bd8aace750b8e9630ff33d19fccac","12.0180251576732","No"
"0x00450992bc72ab99ae55bccdce68e160412fdac0","6.6919416919E-08","No"
"0x00459fd7e2b30f151cfc7e31d370234dc2402f9c","21.8252867903329","No"
"0x0047b426ad2059e033e52fc0eaf086c60ba4d381","2.42501312302837","No"
"0x0048e848c17f29daf066dc0bf4770e3f94ca7602","0.00324852856550377","No"
"0x004ae0e4435993f2e07dbdb3d32dafc78e36c7e5","0.005","No"
"0x004b4fda07a01c9747fb27b36fc87083a9edc8a3","0.000588180349085224","No"
"0x004cfcf729f51f0faffb1cc7cc6fb6e968177399","0.25","No"
"0x0051310d5186317acd393407098ded54d908aba7","0.103937842838792","No"
"0x0052e9eaf5b7df76e2c9d90ea179d464af6e1866","0.000824302111857326","No"
"0x00538a078314200fe2b74c096f7970aee2f1a372","0.0253001056672039","No"
"0x005561e55a65d8477f1c407606c90e1f6d8398a9","3.06778646092844","No"
"0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9","12.9999591750308","No"
"0x0059fece76ada7f03cef41a220f66d6c01e538e9","0.000999996372491888","No"
"0x005b0743d8b2ed646499dc48b64b95e71b8afa43","1.096","No"
"0x005dd0350443a2b00e9ed66bae34de6bdfd761b9","8.69483656479424","No"
"0x005fa508767e0289312293cb4918f49778ea6b95","0.0498834271506308","No"
"0x0062fb72d128699a70afdad4b7bafb2cde128913","0.19158310196493","No"
"0x00645dd21310882cc32399abcb54e0a05b3b5d1d","5.81385985674682","No"
"0x00668bd79ede077b99bbe1c4db59418bc333d4cf","13.1593666322751","No"
"0x0069942d0e0835dc6b229ab1039b96f0e95dbf94","0.087066954546073","No"
"0x006a58411bc87b72fca77dafac465fb520a9dbc8","1E-18","No"
"0x006a6721648f4dff848261be27db9a08321c9617","0.0497604254103722","No"
"0x006b0ef19c4abed689004f4d7808a10b24655009","7.01616095231785","No"
"0x006d2623e4d647b291d41850c287d0f45ab856cc","396.19683433","No"
"0x006f44117f74111a69f16e7215aae41fc98dbcf8","1.05804545454545","No"
"0x007174732705604bbbf77038332dc52fd5a5000c","77.7740929179721","No"
"0x007216ea4f3ce57497ca60af413e8eb8db98089b","1.35664","No"
"0x0072c69f983f528a6f0f7cfc228565fee56193aa","0.387371134020619","No"
"0x0073c423a0b5d88b330d481301025db1ab65d891","6.67845077259313","No"
"0x00778a211057c47a9f8885750bbf48226771bcdc","0.0794223357933371","No"
"0x00796c7c39696dac079f9ed1c343f51117df20b2","0.163","No"
"0x0079bf6868cb1b7cf4a451311fd70c348f3ed38b","300.55814","No"
"0x007ae0c2f70987f4c17152c40ad9c22b95f2810f","0.0191158612613494","No"
"0x007efd2fb97f65d4f805c3662d4d20bae6e08d9b","0.00211411320273674","No"
